sname,District_Name,Crop_Year,cseason,Crop,Area,production
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Ragi,600.0,1000.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Small millets,29049.0,6284.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Black pepper,168.0,24333.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Whole Year ,Dry chillies,340.0,822.8
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Arhar/Tur,27942.0,7628.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,Cashewnut,81.0,24.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Whole Year ,Tapioca,186.5,1355.0
Andaman and Nicobar Islands,ANANTAPUR,2004.0,Kharif     ,Rapeseed &Mustard,66.42,404.12
Andaman and Nicobar Islands,NICOBARS,2000.0,Whole Year ,Coconut ,18168.0,6510.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Rabi       ,Castor seed,1.0,1.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Dry ginger,47.3,133.0
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Banana,22.0,582.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003.0,Whole Year ,Dry ginger,406.0,1299.2
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Samai,21.0,4343.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Safflower,703.0,129.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Sugarcane,700.0,72900.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Moong(Green Gram),213.0,1278.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Dry ginger,94.0,828.52
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Coconut ,14358.0,59370000.0
Assam,SIVASAGAR,2011.0,Kharif     ,Castor seed,5.0,3.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Maize,300.0,1600.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,other oilseeds,53.55,34.2
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Dry ginger,6.0,21.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Rice,39905.0,117680.0
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Sweet potato,170.0,2149.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Tapioca,52.03,450.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Rice,26600.0,63900.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Dry chillies,3765.0,7127.0
Assam,SIVASAGAR,2011.0,Kharif     ,Sesamum,39.0,17.0
Andaman and Nicobar Islands,NICOBARS,2001.0,Whole Year ,Cashewnut,719.0,192.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Turmeric,2.5,1.03
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Linseed,848.0,720.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Maize,7163.0,568956323.0
Bihar,PURBI CHAMPARAN,2008.0,Autumn     ,Rice,75706.0,115126.0
Bihar,NAWADA,2010.0,Kharif     ,Jowar,462.0,43435.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Arhar/Tur,27400.0,9100.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Kharif     ,Rice,10681.98,29119.66
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Castor seed,3200.0,1000.0
Bihar,PURBI CHAMPARAN,2009.0,Autumn     ,Maize,6394.0,5929.0
Bihar,NAWADA,2010.0,Kharif     ,Other Kharif pulses,268.0,183.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Arecanut,1296.0,6546363434.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006.0,Whole Year ,Dry chillies,235.72,824.3
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,Black pepper,487.0,102.5
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Whole Year ,Sesamum,418.0,199.0
Assam,SIVASAGAR,2011.0,Kharif     ,Tapioca,13.0,126.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Moong(Green Gram),1511.0,3434343.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Banana,198.0,976.0
Assam,SIVASAGAR,2010.0,Whole Year ,Dry chillies,142.0,107.0
Assam,SIVASAGAR,2010.0,Summer     ,Rice,53.0,137.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Kharif     ,Turmeric,69.0,575.0
Assam,SIVASAGAR,2010.0,Whole Year ,Black pepper,55.0,99.0
Bihar,NAWADA,2010.0,Rabi       ,Masoor,4300.0,34343432.0
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Moong(Green Gram),473.0,645343.0
Assam,SIVASAGAR,2011.0,Kharif     ,Papaya,160.0,3837.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Summer     ,Papaya,3100.0,634634634.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Rice,38300.0,96800.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Cotton(lint),6992.0,23900000.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Whole Year ,Khesari,717.0,208.5
Andhra Pradesh,ANANTAPUR,1999.0,Whole Year ,Sugarcane,884.0,83126.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Jowar,21487.0,30576.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Other Kharif pulses,2000.0,34343.0
Bihar,NAWADA,2010.0,Kharif     ,Sesamum,16.0,13.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Moong(Green Gram),25.0,5.0
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Maize,17.0,41.75
Andaman and Nicobar Islands,NICOBARS,2010.0,Whole Year ,Coconut ,14560.0,71300000.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Rapeseed &Mustard,19965.0,7997.0
Andaman and Nicobar Islands,NICOBARS,2003.0,Whole Year ,Coconut ,18284.74,68580000.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Korra,1626.0,1143.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Gram,26835.0,9365.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Moong(Green Gram),25.0,5.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Sweet potato,22.0,208.0
Bihar,PURBI CHAMPARAN,2007.0,Summer     ,Moong(Green Gram),1183.0,666.0
Bihar,PURBI CHAMPARAN,2007.0,Summer     ,Rice,115.0,4656756.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Rapeseed &Mustard,1677.0,765.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Onion,482.0,11514.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Dry ginger,352.0,1120.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Groundnut,15.5,7.6
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Sannhamp,428.0,139.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Rabi       ,Rice,83.0,300.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Mesta,141.0,3736.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Arhar/Tur,21400.0,2600.0
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Rice,13876.57,52030000.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Small millets,5.0,40.0
Andaman and Nicobar Islands,NICOBARS,2000.0,Whole Year ,Banana,176.0,641.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Masoor,2168.0,705.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Linseed,989.0,831.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,other oilseeds,85.1,40.31
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Banana,414.0,6997.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Cotton(lint),6992.0,23900000.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Autumn     ,Rice,3.5,10.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Whole Year ,Coconut ,3668.0,12700000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Groundnut,15.5,7.6
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Cotton(lint),7300.0,9400.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Maize,73.0,253.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Bajra,99.0,54.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Dry chillies,3.0,9.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Masoor,0.2,0.5
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Onion,1337.0,43534532.0
Bihar,NAWADA,2011.0,Kharif     ,Groundnut,500.0,511.0
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Dry chillies,17.0,41.75
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn     ,Sugarcane,73.33,889.2
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Black pepper,22.16,0.68
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Dry ginger,344.0,1124.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Masoor,7628.0,4317.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Khesari,1021.0,806.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Garlic,561.0,1259.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Groundnut,25900.0,35800.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Cashewnut,80.0,54.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Autumn     ,Sugarcane,67.5,402.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Sunflower,30100.0,11100.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Autumn     ,Rice,3.5,10.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Other  Rabi pulses,12.0,2512.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Kharif     ,Rice,189.2,510.84
Assam,SIVASAGAR,2011.0,Rabi       ,Gram,3.0,2.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Turmeric,2.5,1.03
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Potato,7083.0,37045.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Cotton(lint),8552.0,9055.0
Assam,SIVASAGAR,2011.0,Kharif     ,Maize,44.0,35.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Small millets,5.0,40.0
Bihar,PURBI CHAMPARAN,2008.0,Autumn     ,Rice,75706.0,115126.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Urad,135.0,8.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Groundnut,23048.0,23832.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Whole Year ,Gram,75.5,53343.0
Assam,SIVASAGAR,2010.0,Rabi       ,Banana,1363.0,18798.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Rice,10779.0,34634264326.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Gram,6.0,21.0
Assam,SIVASAGAR,2010.0,Whole Year ,Sugarcane,92.0,3331.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Turmeric,423.0,383.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Maize,300.0,1600.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Ragi,6700.0,11800.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Whole Year ,Dry chillies,340.0,822.8
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Kharif     ,Black pepper,344.0,1124.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Kharif     ,Sugarcane,32432.0,435634633.0
Andaman and Nicobar Islands,ANANTAPUR,2004.0,Kharif     ,Wheat,18394.7,52380000.0
Assam,SIVASAGAR,2010.0,Rabi       ,Peas & beans (Pulses),212.0,134.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Sunflower,35900.0,11100.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Cashewnut,80.0,54.0
Bihar,PURBI CHAMPARAN,2008.0,Summer     ,Moong(Green Gram),1143.0,597.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Sesamum,8.0,343.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Jowar,3900.0,6720.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Castor seed,3191.0,34343433.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Whole Year ,Gram,75.5,53343.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Arecanut,944.0,6543635.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Gram,130.0,129.0
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Dry chillies,17.0,41.75
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Horse-gram,700.0,3434545.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Potato,719.0,208.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Groundnut,694865.0,249457.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Sugarcane,0.2,0.5
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Turmeric,32432.0,435634633.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Jute,14.0,132.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Sunflower,34.0,45.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Urad,1.5,1.16
Bihar,NAWADA,2010.0,Kharif     ,Moong(Green Gram),68.0,4343.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003.0,Whole Year ,Dry ginger,406.0,1299.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Banana,1656.8,10251.13
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Urad,487.0,176.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Wheat,400.0,200.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Barley,452.0,492.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Turmeric,10.0,60.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Sunflower,13500.0,3300.0
Assam,SIVASAGAR,2011.0,Rabi       ,Masoor,7.0,4.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Small millets,1.0,1.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Gram,26200.0,25900.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Horse-gram,3300.0,1000.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Horse-gram,601.0,215.0
Bihar,NAWADA,2010.0,Rabi       ,Linseed,603.0,493.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Black pepper,413.1,20.18
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Safflower,881.0,434343.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Sesamum,8.0,343.0
Assam,SIVASAGAR,2010.0,Whole Year ,Coconut ,481.0,5036000.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Dry chillies,12.0,25.0
Assam,SIVASAGAR,2011.0,Kharif     ,Tapioca,13.0,126.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Kharif     ,Rice,10695.8,31600.82
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Coriander,82.0,59.0
Andaman and Nicobar Islands,NICOBARS,2001.0,Whole Year ,Coconut ,18190.0,64430000.0
Assam,SIVASAGAR,2010.0,Rabi       ,Banana,1363.0,18798.0
Assam,SIVASAGAR,2010.0,Rabi       ,Moong(Green Gram),39.0,12.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Sugarcane,0.2,0.5
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Sannhamp,1.0,5.55
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Groundnut,20200.0,21700.0
Assam,SIVASAGAR,2011.0,Rabi       ,Ginger,147.0,981.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Jowar,3900.0,6720.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Gram,130.0,129.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Kharif     ,Rice,8683.38,25870.98
Andaman and Nicobar Islands,NICOBARS,2003.0,Whole Year ,Banana,266.0,1763.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Peas & beans (Pulses),100.0,96.0
Assam,SIVASAGAR,2010.0,Whole Year ,Black pepper,55.0,99.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Rapeseed &Mustard,1395.0,1448.0
Assam,SIVASAGAR,2010.0,Whole Year ,Black pepper,55.0,99.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Gram,28000.0,14800.0
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Arecanut,1264.7,5432514231.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Kharif     ,Dry chillies,7.0,9.64
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Dry ginger,16.0,26.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Sunflower,32.0,42.0
Bihar,NAWADA,2010.0,Whole Year ,Sugarcane,673.0,33772.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Ragi,7000.0,14900.0
Assam,SIVASAGAR,2011.0,Kharif     ,Sesamum,39.0,17.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Barley,2547.0,1985.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2000.0,Kharif     ,Dry chillies,720.0,165.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Khesari,1021.0,806.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Autumn     ,Sugarcane,13.4,41.75
Andhra Pradesh,ANANTAPUR,2000.0,Whole Year ,Tobacco,89.0,114.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Turmeric,2.5,1.03
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Turmeric,2.5,1.03
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Arecanut,1264.7,5432514231.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,Dry ginger,352.0,1145.0
Assam,SIVASAGAR,2011.0,Kharif     ,Jute,43.0,398.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Groundnut,755200.0,867800.0
Bihar,PURBI CHAMPARAN,2008.0,Whole Year ,Onion,821.0,3432323.0
Bihar,PURBI CHAMPARAN,2008.0,Autumn     ,Maize,7148.0,9115.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Onion,482.0,11514.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Linseed,989.0,831.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Dry chillies,3765.0,7127.0
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Banana,66.42,404.12
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Coconut ,18394.7,52380000.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Kharif     ,Jute,198.0,976.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Groundnut,650800.0,228400.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Rapeseed &Mustard,2.5,1.03
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Wheat,20445.0,22975.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Jute,39.0,2512.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Rabi       ,Castor seed,1.0,1.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Other  Rabi pulses,12.0,2512.0
Assam,SIVASAGAR,2010.0,Winter     ,Rice,92927.0,2435364342.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Onion,1337.0,43534532.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Banana,3.0,9.0
Bihar,NAWADA,2010.0,Rabi       ,Masoor,4300.0,34343432.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Horse-gram,600.0,200.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Sunflower,35900.0,11100.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Other  Rabi pulses,3.0,1.0
Andaman and Nicobar Islands,NICOBARS,2001.0,Whole Year ,Cashewnut,719.0,192.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Dry chillies,3700.0,7100.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Sesamum,8.0,343.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Kharif     ,Arecanut,7015.0,25250000.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Korra,4600.0,3400.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Sugarcane,128.02,2448.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Sweet potato,109.0,480.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Sweet potato,22.0,208.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Castor seed,3200.0,1000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Autumn     ,Rice,1595.5,3788.0
Andhra Pradesh,ANANTAPUR,2000.0,Whole Year ,Potato,4.0,34.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Gram,6854.3,7457647657.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Arhar/Tur,27942.0,7628.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Horse-gram,2300.0,900.0
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Maize,17.0,41.75
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Gram,16.0,17.0
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Small millets,1.0,1.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Potato,5756.0,24617.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Other Kharif pulses,1094.0,224.0
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Sesamum,76.0,60.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Whole Year ,Tapioca,186.5,1355.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Paddy,668.0,448.0
Andaman and Nicobar Islands,NICOBARS,2001.0,Whole Year ,Dry ginger,46.0,100.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Maize,600.0,2400.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Other Kharif pulses,2496.0,324.0
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Banana,414.0,6997.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Kharif     ,Dry chillies,81.0,2379.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Jute,352.0,1120.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Gram,33858.0,22685.0
Andhra Pradesh,ANANTAPUR,2001.0,Rabi       ,Arhar/Tur,5.0,34.0
Andaman and Nicobar Islands,NICOBARS,2000.0,Whole Year ,Banana,176.0,641.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Cashewnut,719.0,208.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Maize,6807.0,40052.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Masoor,8237.0,7644.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Whole Year ,Dry chillies,340.0,822.8
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Turmeric,450.0,55.8
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Soyabean,91.0,47.0
Bihar,NAWADA,2011.0,Autumn     ,Maize,1817.0,3227.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Rice,10779.0,34634264326.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Whole Year ,Gram,75.5,53343.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Mesta,9.0,58.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Other Kharif pulses,1.0,1.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Tapioca,254.5,1480.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Gram,134.0,124.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Onion,1165.0,19232.0
Andaman and Nicobar Islands,NICOBARS,2003.0,Whole Year ,Black pepper,75.5,53343.0
Assam,SIVASAGAR,2010.0,Whole Year ,Potato,1028.0,7536.0
Bihar,PURBI CHAMPARAN,2008.0,Whole Year ,Sugarcane,6561.0,292613.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Jowar,3900.0,6720.0
Assam,SIVASAGAR,2010.0,Whole Year ,Sweet potato,99.0,362.0
Andhra Pradesh,ANANTAPUR,2000.0,Whole Year ,Coriander,8953.0,2266.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Rapeseed &Mustard,19965.0,7997.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Ragi,6215.0,11467.0
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Black pepper,85.0,15.86
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Coconut ,13876.57,52030000.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Cotton(lint),9453.0,10510.0
Bihar,NAWADA,2010.0,Kharif     ,Jowar,462.0,43435.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Garlic,561.0,1259.0
Bihar,NAWADA,2010.0,Kharif     ,Horse-gram,226.0,213.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Turmeric,2.5,1.03
Assam,SIVASAGAR,2010.0,Rabi       ,Gram,3.0,2.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Samai,21.0,4343.0
Bihar,PURBI CHAMPARAN,2009.0,Kharif     ,Arhar/Tur,1336.0,3134.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Sesamum,10.0,343.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Mesta,9.0,58.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Gram,26835.0,9365.0
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Rice,13876.57,52030000.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Cotton(lint),7300.0,9400.0
